"Sample_label" "Expedition" "Station" "Date" "Latitude" "Longitude" "Layer" "Environmental_feature" "Depth" "Marine_biome" "Ocean_and_sea_region" "Biogeographical_province" "Temperature_median" "Nitrogen" "Ammonium_mean" "Nitrate_median" "Nitrate_mean" "Nitrite_median" "Nitrite_mean" "Nitrate_and_Nitrite_median" "Phosphate" "Silicate" "Iron_concentration_PISCES2" "Iron_concentration_ECCO2.DARWIN" "Iron_mean_5m" "Oxygen" "Salinity" "Sigma_theta" "Chlorophyll_a_concentration" "Chlorophyll_a_fluo" "Particulate_organic_carbon" "Particulate_inorganic_carbon" "Residence_time" "Conductivity" "PAR_1d_avg" "PAR_8d_avg" "PAR_30d_avg" "Season" "Season_phase" "Distance_to_coast" "Angular_scattering_coefficient" "Optical_backscattering_coefficient" "Backscattering_coefficient_particles" "Fluorescence" "Optical_beam_attenuation_coefficient" "Beam_attenuation_coefficient_particles" "Sunshine_duration" "Sea_ice_concentration_." "Sea_Ice_free_period" "Polar" "Okubo.Weiss_parameter" "Maximum_Lyapunov_exponent" "pH" "Total_Alkalinity" "Bicarbonate_ion" "Carbonate_ion" "Total_Carbon" "Aragonite_saturation_state" "Calcite_saturation_state" "Carbon_dioxide" "Carbon_dioxide_partial_pressure" "Mixed_layer_depth" "Brunt_Vaisala_maximum_depth" "Max_O2_depth" "Min_O2_depth" "Nitracline_depth" "Sea_surface_temperature_gradient" "Chlorophyll_c3" "Chlorophyll_c1_c2" "Chlorophyllide_a" "Peridinin" "Phaeophorbide_a" "X19.Butanoyloxyfucoxanthin" "Fucoxanthin" "Neoxanthin" "Prasinoxanthin" "Violaxanthin" "X19.Hexanoyloxyfucoxanthin" "Diadinoxanthin" "Alloxanthin" "Diatoxanthin" "Zeaxanthin" "Lutein" "Bacteriochlorophyll_a" "Divinyl_chlorophyll_b" "Chlorophyll_b" "Chlorophyll_b_plus_divinyl_chlorophyll_b" "Divinyl_chlorophyll_a" "Chlorophyll_a" "Chlorophyll_a_total" "Phaeophytin_a" "Carotene"
"133DCM1GGZZ14" "133DCM" "Tara Oceans Expedition (2009-2013)" "TARA_133" "2011-10-19T00:09" 35.4002 -127.7499 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "45" "Westerlies Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)" 13.874505 NA 0.019672674 1.185394 0.004801808 0.06 0.010027013 0.92875 0.43225 2.65725 0.056 NA 0.000164224 236.1591 33.208145 24.82737 23.1884 0.389715 69.53207397 0.000330236 41.555556 39.908694 0.227196 0.288524 0.330246 "autumn" "early" 513.3648 0.000451 0.00146 0.003115 2.683702 0.209146 0.15965 671 0 365 "non polar" -0.465615 0.043359 NA 0.0169 0 0.10295 0.03465 0.00555 0.00685 NA NA 11 38 29 530 95 1.0633 0.10505 0.09905 0 0.0395 0 0.10295 0.03465 0.0169 0.00685 0.00555 0.25425 0.01615 0.0051 0.00525 0.0454 0.00875 0.00095 0 0.1551 0.1551 0.05715 0.5522 0.6135 0.01505 0.0224
"134SUR1GGZZ14" "134SUR" "Tara Oceans Expedition (2009-2013)" "TARA_134" "2011-10-22T14:52" 32.7526 -122.0013 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[OCAL] Offshore California Current (MRGID:21493)" 17.46236 NA 0.023116545 0 0.563421163 0.015167 0.018942721 0.029292 0.288583 1.223291 0.157 0.0309 3.0918e-05 226.8945 33.468295 24.22939 30.4419 0.253087 NA NA 47.527778 43.585026 8.648973 9.170422 13.394831 "autumn" "early" 304.2174 0.000423 0.001278 0.002925 2.173314 0.188062 0.125806 671 0 365 "non polar" -0.987565 0.03401 NA 0.00825 0 0.0643 0.0308 0.00555 0.00475 NA NA 31 41 13 631 39 0.12666 0.03535 0.0558 0 0.01055 0 0.0643 0.0308 0.00825 0.00475 0.00555 0.1048 0.02065 0.004 0.00375 0.0889 0.00975 0.00135 0 0.06865 0.06865 0.09255 0.34095 0.4335 0.00755 0.02135
"135DCM1GGZZ14" "135DCM" "Tara Oceans Expedition (2009-2013)" "TARA_135" "2011-10-23T21:22" 32.931 -121.8645 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "30" "Coastal Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[OCAL] Offshore California Current (MRGID:21493)" 16.2703 NA 0.022733899 0.065956 0.539206756 0.128209 0.020362165 1.011 0.370333 1.615166 0.153 NA 3.3604e-05 226.2744 33.417845 24.46531 24.0407 0.267761 NA NA 41.666667 42.406729 0.390236 0.444976 0.39443 "autumn" "middle" 167.4781 0.000483 0.001691 0.00334 2.413609 0.194808 0.12338 669 0 365 "non polar" -1.155182 0.047316 NA 0.0271 0 0.1078 0.09525 0.0073 0.0147 NA NA 30 43 13 511 38 1.4971 0.0798 0.0889 0 0.0254 0 0.1078 0.09525 0.0271 0.0147 0.0073 0.1553 0.01615 0.00655 0.00175 0.06065 0.009 0.0016 0.02225 0.1439 0.1661 0.08275 0.59435 0.6652 0.014 0.03015
"136SUR1GGZZ14" "136SUR" "Tara Oceans Expedition (2009-2013)" "TARA_136" "2011-11-30T16:20" 17.0854 -118.8913 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)" 24.612275 NA 0.012660564 0 0.567577511 0.0145 0.00799121 0.242 0.3115 1.7995 0.042 0.0528 5.2759e-05 201.518375 34.524725 23.0995 14.5951 0.184438 58.96214294 0.000143055 44.027778 52.032523 16.754029 18.009218 12.956712 "autumn" "late" 490.6032 0.000352 0.000789 0.002433 1.639171 0.150442 0.076614 671 0 365 "non polar" -0.588642 0.071185 NA 0.002 0 0.0109 0.0051 7e-04 0 NA NA 43 54 13 370 48 0.14708 0.011 0.0115 0 0.0046 0 0.0109 0.0051 0.002 0 7e-04 0.0333 0.0057 0 0.0019 0.0654 0.0027 9e-04 0.0045 0.0169 0.0213 0.0566 0.0914 0.1481 0 0.0078
"137SUR1GGZZ14" "137SUR" "Tara Oceans Expedition (2009-2013)" "TARA_137" "2011-12-02T14:12" 14.2035 -116.6261 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)" 26.478605 NA 0.016200179 3.740793 3.006373823 0.067 0.02376498 2.444 0.456 2.538 0.014 0.00421 4.212e-06 195.77195 33.84798 22.01524 25.4964 0.251665 64.79541397 0.00026264 0 53.022237 22.246192 21.311101 12.714261 "autumn" "late" 453.4002 0.000386 0.001028 0.002665 1.755806 0.175867 0.099633 681 0 365 "non polar" 0.075315 0.032361 7.994835 0.0044 0 0.0118 0.0081 0.0022 0 12.327003 448.50297 29 39 13 630 44 0.40468 0.0178 0.0188 0 0.0092 0 0.0118 0.0081 0.0044 0 0.0022 0.0635 0.0121 0 0.0045 0.0914 0.0039 0 0.0058 0.0388 0.0447 0.0749 0.1666 0.2415 0.0039 0.0127
"139SUR1GGZZ14" "139SUR" "Tara Oceans Expedition (2009-2013)" "TARA_139" "2011-12-15T14:16" 6.4998 -94.9527 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)" 26.396617 NA 0.016344247 2.969288 3.953974664 0.0995 0.041543466 4.49825 0.55525 3.454 0.018 0.0045 4.504e-06 183.942 33.205433 21.557358 27.5278 0.348423 NA NA 13.861111 52.041011 NA NA NA "autumn" "late" 665.1344 0.000476 0.001655 0.003287 1.908432 0.233613 0.154627 705 0 365 "non polar" -1.751306 0.029167 7.981318 0.02775 0 0.0769 0.06825 0.00935 0.0028 12.680073 458.240202 20 22 13 438 22 0.12938 0.0655 0.09065 0.0133 0.02845 0 0.0769 0.06825 0.02775 0.0028 0.00935 0.2313 0.02445 0.00065 0.0048 0.1813 0.0157 0.0053 0.018 0.12975 0.14775 0.1386 0.5888 0.74065 0.0182 0.04055
"140SUR1GGZZ14" "140SUR" "Tara Oceans Expedition (2009-2013)" "TARA_140" "2011-12-21T16:20" 7.4122 -79.3017 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[NPO] North Pacific Ocean (MRGID:1908)" "[CAMR] Central American Coastal Province (MRGID:21494)" 26.555663 NA 0.017845567 0 1.657347609 0.0043 0.015867431 0.00275 0.09345 0.63375 NA 0.0348 3.4839e-05 205.411 28.922675 18.28625 28.5982 0.182274 70.19355392 0.000346121 2 46.198533 23.370476 14.686458 16.031385 "autumn" "late" 490.8533 0.000414 0.001272 0.002864 1.782691 0.191843 0.110938 702 0 365 "non polar" 0.254223 0 8.078013 0.0037 0 0.01655 0.04365 0.0054 0.00445 9.035155 321.70056 26 42 14 360 52 0.52326 0.0148 0.0258 0 0.0149 0 0.01655 0.04365 0.0037 0.00445 0.0054 0.04335 0.01825 0.00165 0.00365 0.16525 0.0029 0.00165 0.0053 0.0333 0.03855 0.0726 0.32315 0.3957 0.00475 0.0338
"142SUR1GGZZ14" "142SUR" "Tara Oceans Expedition (2009-2013)" "TARA_142" "2012-01-09T13:41" 25.5264 -88.394 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[CARB] Caribbean Province (MRGID:21466)" 24.98456 NA 0.009340256 0 0.254889735 0.0195 0.04348362 0.049 0.003 1.218 1.174 1.168249602 0.00116825 195.54125 36.177285 24.236425 28.615 0.123459 52.96993256 8.93728e-05 25.75 54.639736 18.336382 17.39767 13.576374 "winter" "early" 398.5282 0.000315 0.000518 0.002177 1.604851 0.156071 0.068816 639 0 365 "non polar" -2.922481 0.044572 8.0769 0.001 0 0.0392 0.018 5e-04 0.0016 10.431768 370.888929 151 160 13 606 975 0.30297 0.0286 0.0284 0 0.0024 0 0.0392 0.018 0.001 0.0016 5e-04 0.0674 0.0076 0.0027 7e-04 0.0394 0 5e-04 0.0085 0.0127 0.0212 0.0592 0.2412 0.3003 0.003 0.0209
"144SUR1GGZZ14" "144SUR" "Tara Oceans Expedition (2009-2013)" "TARA_144" "2012-01-29T20:01" 36.3698 -72.9669 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome / Coastal Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455) / [CHSB] Cheasapeake Bay Province" 22.939295 NA 0.008509823 1.037244 1.545825622 0.01375 0.053873829 NA 0 1.14325 1.085 1.002841969 0.001002842 199.80685 36.39483 25.00969 20.3404 0.132109 57.42372131 0.000116304 1.861111 52.732611 11.529651 11.425465 5.787437 "winter" "early" 45.2654 0.000345 0.000723 0.002385 1.830372 0.097145 0.059026 619 0 365 "non polar" 2.028463 0.249201 NA 0.001 0 0.02785 0.01065 0.00075 0.00195 NA NA 76 77 1044 791 613 5.8407 0.01925 0.0233 0 0.00235 0 0.02785 0.01065 0.001 0.00195 0.00075 0.05155 0.00635 0.00325 5e-04 0.05715 0 0 0.0113 0.0117 0.02295 0.08975 0.20805 0.2978 0.0031 0.02355
"147SUR1GGZZ14" "147SUR" "Tara Oceans Expedition (2009-2013)" "TARA_147" "2012-02-18T14:22" 33.061 -66.5435 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)" 20.150733 NA 0.006327717 0.676878 0.754704962 0.218 0.059786693 0.4035 0.001 0.797 0.8 1.076234408 0.001076234 213.352167 36.57475 25.923533 39.5754 0.1004 53.72685242 2.47683e-05 0 49.994564 21.236944 14.73511 11.837917 "winter" "middle" 466.8747 0.000334 0.00064 0.002308 1.712959 0.103337 0.063591 666 0 365 "non polar" 0.003342 0.034771 8.112692 NA NA NA NA NA NA 10.914525 342.026908 224 230 16 892 230 0.29136 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"148SUR1GGZZ14" "148SUR" "Tara Oceans Expedition (2009-2013)" "TARA_148" "2012-02-24T11:40" 31.6948 -64.2489 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)" 20.481195 NA 0.006396831 1.009924 0.215206316 0.093 0.02664326 0.1505 0.0015 0.728 0.666 1.041270967 0.001041271 213.6889 36.596745 25.85157 40.4465 0.120903 54.32606888 6.01639e-05 1.333333 50.37101 21.500162 14.689501 10.870608 "winter" "middle" 172.4671 0.000309 0.000469 0.002136 1.674064 0.101904 0.066526 680 0 365 "non polar" 0.069438 0.085786 8.107639 NA NA NA NA NA NA 10.988774 346.971853 134 186 16 824 NA 0.12223 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"150SUR1GGZZ14" "150SUR" "Tara Oceans Expedition (2009-2013)" "TARA_150" "2012-03-05T09:25" 35.9346 -37.3032 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)" 17.627142 NA 0.013435967 0.120853 0.096477222 0.0355 0.023812729 0.1695 0.0055 0.8358 0.205 1.100776843 0.001100777 229.368083 36.285292 26.349408 NA 0.191003 61.64533043 0.000192719 1.388889 47.015042 16.225385 19.16679 11.673425 "winter" "late" 1394.884 0.000379 0.000941 0.002612 1.79022 0.135721 0.099594 695 0 365 "non polar" -0.032539 0.073051 8.111959 NA NA NA NA NA NA 11.76642 342.260448 77 92 15 632 90 0.54808 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"151DCM1GGZZ14" "151DCM" "Tara Oceans Expedition (2009-2013)" "TARA_151" "2012-03-09T16:17" 36.1736 -29.003 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "80" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)" 16.73703 NA 0.021044872 1.121415 0.306125077 0.0415 0.036169071 0.142 0.022 0.6335 0.096 NA 0.00129951 227.7604 36.180745 26.486345 17.0222 0.16463 46.15676689 0.000110899 37.583333 46.013659 0.06467 0.061544 0.043784 "winter" "late" 256.7346 0.000318 0.000524 0.002197 1.905222 0.084289 0.044985 704 0 365 "non polar" -0.157861 0.025897 NA NA NA NA NA NA NA NA NA 48 108 52 170 108 0.75617 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"151SUR1GGZZ14" "151SUR" "Tara Oceans Expedition (2009-2013)" "TARA_151" "2012-03-09T08:59" 36.1715 -29.023 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)" 17.303005 NA 0.021044872 0.296016 0.306125077 0.019 0.036169071 NA 0.0125 0.6545 0.137 1.299509817 0.00129951 232.28725 36.229605 26.38564 16.2202 0.111686 45.39796066 0.000111067 37.583333 46.616433 25.012121 23.803089 17.942359 "winter" "late" 387.5094 0.00032 0.00054 0.002212 1.76176 0.091222 0.052421 704 0 365 "non polar" -0.157861 0.025897 8.09894 NA NA NA NA NA NA 12.299755 355.079251 56 118 14 699 993 1.5662 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"152SUR1GGZZ14" "152SUR" "Tara Oceans Expedition (2009-2013)" "TARA_152" "2012-03-19T08:18" 43.6792 -16.8344 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)" 14.31675 NA 0.022559946 3.209219 0.32542221 0.3105 0.052923159 2.159 0.1595 1.236 0.125 0.99476193 0.000994762 242.8405 35.99167 26.88634 46.2092 0.191493 67.68513489 0.000200516 6.083333 43.317926 9.22902 12.194012 8.237225 "winter" "late" 614.5118 0.000337 0.00065 0.00233 1.931107 0.121668 0.081462 727 0 365 "non polar" -0.093316 0.033926 8.094865 NA NA NA NA NA NA 13.598671 358.308366 144 505 14 523 521 0.63127 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"68DCM1GGZZ14" "68DCM" "Tara Oceans Expedition (2009-2013)" "TARA_068" "2010-09-14T12:56" -31.0292 4.6742 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "50" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 16.74878 NA 0.015807986 0.904785 0.129485512 0.285 0.06059745 1.08 0.227 2.436 0.011 NA 0.00036828 231.9774 35.68407 26.101325 53.8288 0.325714 69.40000153 0.000394 6.388889 45.448374 0.383273 0.351054 0.217118 "winter" "late" 1113.2454 0.000385 0.000991 0.002659 2.011787 0.165229 0.105138 711 0 365 "non polar" 0.069036 0.120437 NA 0.0038 0 0.0692 0.0183 0.0024 0.0048 NA NA 156 353 237 1320 NA 0.11343 0.0484 0.0548 0 0.005 0 0.0692 0.0183 0.0038 0.0048 0.0024 0.1647 0.0111 0 0.001 0.0815 0 0 0 0.0576 0.0576 0.0944 0.3153 0.4097 0 0.0195
"68SUR2GGZZ14" "68SUR" "Tara Oceans Expedition (2009-2013)" "TARA_068" "2010-09-14T06:55" -31.0266 4.665 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 16.8632 NA 0.015807986 1.103865 0.129485512 0.201 0.06059745 0.939 0.1455 1.9865 0.009 0.368279658 0.00036828 234.4763 35.686585 26.07437 53.8288 0.309005 69.40000153 0.000394 6.388889 45.547328 24.301431 22.258573 15.227824 "winter" "late" 1113.2454 0.000403 0.001114 0.002782 1.951133 0.21692 0.156829 711 0 365 "non polar" 0.069036 0.120437 8.087022 0.00255 0 0.0462 0.01515 0.00155 0.0034 12.727681 363.350186 156 353 237 1320 NA 0.11343 0.0338 0.0372 0.00125 0.00465 0 0.0462 0.01515 0.00255 0.0034 0.00155 0.11185 0.0196 0 0.00255 0.0795 0 0 0 0.039 0.039 0.0722 0.24325 0.3167 0.00455 0.01445
"70SUR1GGZZ14" "70SUR" "Tara Oceans Expedition (2009-2013)" "TARA_070" "2010-09-21T06:55" -20.4091 -3.1759 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 19.77001 NA 0.015283077 1.763081 0.029039364 0.0465 0.031308781 0.8015 0.309 1.1485 0.663 0.78781636 0.000787816 215.2007 36.35839 25.859525 30.7687 0.117466 59.29802513 0.000233392 0 49.332061 22.209965 24.120134 17.134326 "winter" "late" 1161.2626 0.000333 0.000634 0.002301 2.071928 0.117833 0.064322 725 0 365 "non polar" 0.009208 0.047133 8.057761 0.0033 0 0.04 0.0103 0.00105 0 12.878576 399.038779 149 159 13 235 161 0.33937 0.024 0.0227 0 0.0067 0 0.04 0.0103 0.0033 0 0.00105 0.06675 0.0114 0 0.0059 0.038 0.00425 0.00115 0 0.045 0.045 0.0435 0.1613 0.20475 0 0.0111
"71SUR1GGZZ14" "71SUR" "Tara Oceans Expedition (2009-2013)" "TARA_071" "2010-09-28T08:14" -9.3 -9.5587 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[ETRA] Eastern Tropical Atlantic Province (MRGID:21458)" 23.8044 NA 0.012844777 0 0.012456896 0.009 0.029690714 0.035 0.127 1.473 0.376 1.243576737 0.001243577 201.167125 36.37005 24.737612 53.48 0.141003 NA NA 0 53.627188 NA NA NA "spring" "early" 498.0068 0.000347 0.000736 0.002397 1.876613 0.113685 0.060131 729 0 365 "non polar" 0.00506 0.024995 8.06424 0.00055 0 0.0155 0.0058 0.00105 0 11.273453 388.888815 73 83 23 405 92 0.48883 0.0107 0.0119 0 0.00325 0 0.0155 0.0058 0.00055 0 0.00105 0.0465 0.0106 0 0.0014 0.06755 0 8e-04 0 0.00765 0.00765 0.0709 0.08885 0.15975 0 0.0113
"78DCM1GGZZ14" "78DCM" "Tara Oceans Expedition (2009-2013)" "TARA_078" "2010-11-04T18:16" -30.1484 -43.2705 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "120" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 19.32335 NA 0.017718557 0.085111 0.001974124 0.053 0.012364627 0.104 0 0.319 0.223 NA 0.000862562 216.6547 36.27746 25.920365 19.6634 0.16855 38.96880722 0.000203361 5.777778 48.818052 0.038677 0.036721 0.024341 "spring" "middle" 564.404 0.000346 0.000723 0.00239 1.943116 0.099535 0.051207 802 0 365 "non polar" 0.053558 0.14819 NA 0.002 0 0.0343 0.0064 5e-04 0.0028 NA NA 71 4 42 160 166 1.5442 0.0231 0.0157 0 0.0015 0 0.0343 0.0064 0.002 0.0028 5e-04 0.0362 0.0031 8e-04 0 0.0146 0 0 0 0.024 0.024 0.0488 0.1169 0.1657 0 0.012
"93SUR1GGZZ14" "93SUR" "Tara Oceans Expedition (2009-2013)" "TARA_093" "2011-03-12T11:34" -34.0614 -73.1066 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 18.122955 NA 0.040871163 0 11.33696842 0.03975 0.175246051 0.2115 0.52125 0.1445 0.364 0.00397 3.974e-06 243.0408 34.31598 24.71804 19.8401 0.361109 154.387619 0.000769762 3.25 45.221506 18.154071 14.870764 8.710239 "summer" "late" 41.3902 0.000692 0.003132 0.004784 2.590248 0.283191 0.252325 746 0 365 "non polar" 0.061918 NA 8.092858 0 0 0.0114 0.0218 0.0014 8e-04 12.065853 352.28385 26 36 14 156 50 2.1058 0.01585 0.02605 0 0.033 0 0.0114 0.0218 0 8e-04 0.0014 0.02615 0.00675 0 0.0011 0.06335 0.00115 9e-04 0 0.017 0.017 0 0.2897 0.2897 0.00495 0.00895
"94SUR1GGZZ14" "94SUR" "Tara Oceans Expedition (2009-2013)" "TARA_094" "2011-03-18T11:57" -32.7971 -87.0693 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 21.121575 NA 0.00562963 0 6.150887092 0.001 0.06024864 0.029 0.2425 0.103 0.005 0.00454 4.539e-06 219.015 34.682538 24.219275 26.5388 0.147303 40.96653366 0.00015378 1.694444 48.667479 30.219108 27.07262 25.295357 "summer" "late" 388.8103 0.000373 0.000924 0.002574 1.669572 0.11418 0.079375 734 0 365 "non polar" 0.023496 0.05823 8.052847 0.00115 0 0.00325 0.0013 0.0015 0 12.378079 394.0586 48 58 54 296 269 0.05004 0.00425 0.00545 0 0.003 0 0.00325 0.0013 0.00115 0 0.0015 0.0118 0.0015 0 0 0.0424 0.00315 0.00065 0 0.012 0.012 0.0275 0.05165 0.07915 0 0.00435
"96DCM1GGZZ14" "96DCM" "Tara Oceans Expedition (2009-2013)" "TARA_096" "2011-03-24T19:09" -29.668 -101.2285 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "155" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 18.12644 NA 0.010189857 0 0.106033051 NA 0.073221021 NA 0.181 0.5315 0.009 NA 0.000148684 220.19105 35.33263 25.50222 19.3031 0.166728 17.43207169 NA 0 46.48458 0.24476 0.225222 0.227183 "autumn" "early" 419.3848 0.000306 0.00045 0.002111 1.847651 0.063907 -0.010538 722 0 365 "non polar" 0.047596 0.056696 NA NA NA NA NA NA NA NA NA 46 57 77 260 243 0.3657 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"97DCM2GGZZ14" "97DCM" "Tara Oceans Expedition (2009-2013)" "TARA_097" "2011-03-28T22:23" -28.1874 -107.6385 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "175" "Trades Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[SPSG] South Pacific Subtropical Gyre Province. North and South (MRGID:21486)" 18.478415 NA 0.008414943 0.349581 0.012130915 0.03925 0.039575724 0.12225 0.1725 0.5065 0.018 NA 0.000237817 214.770062 35.42905 25.49114 16.7609 0.1476 15.98701143 NA 90.75 46.966431 0.061131 0.065481 0.071196 "autumn" "early" 201.2848 0.000287 0.000323 0.001985 1.824504 0.051942 0.025788 715 0 365 "non polar" -0.248939 0.01664 NA 0 0 0.0059 9e-04 0 0 NA NA 59 69 84 324 326 0.40644 0.0051 0.0081 0 7e-04 0 0.0059 9e-04 0 0 0 0.0103 7e-04 0 0 0.0042 0 0 0.0121 0.0499 0.062 0.0587 0.0357 0.0944 0.0018 0.009
